Term: 防控,Freq: 173,TF: 0.012943288942091876,IDF: 0.6842467475153123,TF × IDF: 0.008856403360777273
Term: 卖完,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 三种,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 可防霾,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 材质,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 致密,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 性差,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 多为,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 重复使用,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 迷信,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 证明,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 参与,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 行动指南,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 不断加强,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 基层,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 技术手段,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 先进,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 最高级别,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 亚洲,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 拥有,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 唯一,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 等级,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 和尼帕,Freq: 2,TF: 0.00014963339817447254,IDF: 1.8303747831935504,TF × IDF: 0.00027388519874211437
Term: 身体,Freq: 3,TF: 0.0002244500972617088,IDF: 1.193552685606376,TF × IDF: 0.0002678930163713249
Term: 实验,Freq: 3,TF: 0.0002244500972617088,IDF: 1.193552685606376,TF × IDF: 0.0002678930163713249
Term: 国境,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 60,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 政治,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 常务,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 多地,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 入境,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 采购,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 前来,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 指南,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 情形,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 值得,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 人流,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 不上,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 很难,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 暴露,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 突发,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 群防,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 三个,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 有限,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 卫生学,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 浸润,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 年龄,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 长江网,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 人间,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 公交,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 位于,Freq: 2,TF: 0.00014963339817447254,IDF: 1.7054360465852505,TF × IDF: 0.0002551901910197891
Term: 定点,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 四川,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 省委书记,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 人员培训,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 多发,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 客户,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 异常,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 乐观,Freq: 2,TF: 0.00014963339817447254,IDF: 1.608526033577194,TF × IDF: 0.00024068921645626127
Term: 小组,Freq: 2,TF: 0.00014963339817447254,IDF: 1.5293447875295691,TF × IDF: 0.00022884105753846612
Term: 不太,Freq: 2,TF: 0.00014963339817447254,IDF: 1.5293447875295691,TF × IDF: 0.00022884105753846612
Term: 出国,Freq: 2,TF: 0.00014963339817447254,IDF: 1.5293447875295691,TF × IDF: 0.00022884105753846612
Term: 高峰,Freq: 2,TF: 0.00014963339817447254,IDF: 1.5293447875295691,TF × IDF: 0.00022884105753846612
Term: 病毒基因,Freq: 2,TF: 0.00014963339817447254,IDF: 1.5293447875295691,TF × IDF: 0.00022884105753846612
Term: 该病,Freq: 2,TF: 0.00014963339817447254,IDF: 1.5293447875295691,TF × IDF: 0.00022884105753846612
Term: 人多,Freq: 2,TF: 0.00014963339817447254,IDF: 1.5293447875295691,TF × IDF: 0.00022884105753846612
Term: 汽车,Freq: 2,TF: 0.00014963339817447254,IDF: 1.462397997898956,TF × IDF: 0.00021882358190916594
Term: 未找到,Freq: 2,TF: 0.00014963339817447254,IDF: 1.462397997898956,TF × IDF: 0.00021882358190916594
Term: 是因为,Freq: 2,TF: 0.00014963339817447254,IDF: 1.462397997898956,TF × IDF: 0.00021882358190916594
Term: 公司,Freq: 2,TF: 0.00014963339817447254,IDF: 1.462397997898956,TF × IDF: 0.00021882358190916594
Term: 成员,Freq: 2,TF: 0.00014963339817447254,IDF: 1.4044060509212692,TF × IDF: 0.00021014604981614085
Term: 新发,Freq: 2,TF: 0.00014963339817447254,IDF: 1.4044060509212692,TF × IDF: 0.00021014604981614085
Term: 火车,Freq: 2,TF: 0.00014963339817447254,IDF: 1.3074960379132128,TF × IDF: 0.00019564507525261302
Term: 野生,Freq: 2,TF: 0.00014963339817447254,IDF: 1.2283147918655881,TF × IDF: 0.0001837969163348179
Term: 市卫健委,Freq: 2,TF: 0.00014963339817447254,IDF: 1.2283147918655881,TF × IDF: 0.0001837969163348179
Term: 医护,Freq: 2,TF: 0.00014963339817447254,IDF: 1.1613680022349748,TF × IDF: 0.0001737794407055177
Term: 医学,Freq: 2,TF: 0.00014963339817447254,IDF: 1.1613680022349748,TF × IDF: 0.0001737794407055177
Term: 258,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 227,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 升级,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 湖北日报,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 湖北省委,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 蒋超良,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 杜绝,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 迟报,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 错报,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 按程序,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 医源性,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 流动人口,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 各离汉,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 通道,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 严管,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 加紧,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 生产,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 设备,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 住院治疗,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 说法,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 并存,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 幸好,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 三家,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 直属,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 腾出,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 1200,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 兜底,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 出台,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 留观,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 门诊费,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 埋单,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 缴费,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 播出,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 市外,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 原则上,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 流动量,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 集团,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 诉愿,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 即时,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 时止,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 12306,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 次列车,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 自愿,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 收取,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 乘意险,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一同,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 票面,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 发站,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 武昌,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 南湖,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 汤逊湖,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 庙山,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 普安,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 纸坊,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 后湖,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 山南,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 左岭,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 龙泉,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 土地堂,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 山坡,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 东站,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 另据,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 官网,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 媒体报道,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 该券,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 可于,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 大年初一,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 十五,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 黄鹤楼,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 不便,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 敬请,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 谅解,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 33058,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 其入园,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 资格,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 顺延,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 至下,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 办赛,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 办中,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 超要,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 打问号,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 管制,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 原定,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 体育赛事,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 分在,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 赛程,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 首战,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 出线,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 交叉赛,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 决出,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 塔子,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 体育中心,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 同一天,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 人流量,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 大为,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 26000,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 按计划,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 筹备,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 之中,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 新闻官,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 暂时,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 未有,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 变动,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 体育局,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 官员,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 迫切,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 等待,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 承办方,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 确切,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 两项,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 春节假期,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 西班牙,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 第二阶段,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 冬训,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 降到,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 最低,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 退掉,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 原先,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 爬坡,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 大大增加,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 赛季,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 战幕,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 几轮,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 足协,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 客场,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一支,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 几十号,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 往返,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 赛区,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 说起,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 人会,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 十几年,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 世界杯,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 临时,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 雅典,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 男足,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 强赛,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 大连实德,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 亚冠赛,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 停赛,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 重现,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 不容乐观,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 这番,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 表态,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 至少,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 澎湃,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 新闻记者,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 金鹏,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 祥鹏,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 东方航空,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 酷航,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
