Term: 武汉,Count: 2439,TF: 0.02459388,IDF: 1.02975636,TF × IDF: 0.02532570
Term: 经手,Count: 38,TF: 0.00038317,IDF: 2.11789245,TF × IDF: 0.00081152
Term: 没想到,Count: 38,TF: 0.00038317,IDF: 2.41892245,TF × IDF: 0.00092687
Term: 彻查,Count: 38,TF: 0.00038317,IDF: 2.24283119,TF × IDF: 0.00085940
Term: 作业,Count: 38,TF: 0.00038317,IDF: 2.41892245,TF × IDF: 0.00092687
Term: 大部分,Count: 38,TF: 0.00038317,IDF: 2.84489118,TF × IDF: 0.00109009
Term: 2019,Count: 38,TF: 0.00038317,IDF: 2.54386118,TF × IDF: 0.00097474
Term: 花,Count: 38,TF: 0.00038317,IDF: 2.17588440,TF × IDF: 0.00083374
Term: 干什么,Count: 38,TF: 0.00038317,IDF: 2.54386118,TF × IDF: 0.00097474
Term: 县,Count: 38,TF: 0.00038317,IDF: 1.99979314,TF × IDF: 0.00076627
Term: 涨,Count: 38,TF: 0.00038317,IDF: 2.24283119,TF × IDF: 0.00085940
Term: 普通人,Count: 38,TF: 0.00038317,IDF: 2.62304243,TF × IDF: 0.00100508
Term: 包括,Count: 38,TF: 0.00038317,IDF: 2.62304243,TF × IDF: 0.00100508
Term: 慢慢,Count: 38,TF: 0.00038317,IDF: 2.62304243,TF × IDF: 0.00100508
Term: 家里人,Count: 38,TF: 0.00038317,IDF: 2.84489118,TF × IDF: 0.00109009
Term: 年前,Count: 38,TF: 0.00038317,IDF: 3.02098244,TF × IDF: 0.00115756
Term: 单位,Count: 38,TF: 0.00038317,IDF: 2.41892245,TF × IDF: 0.00092687
Term: 冠状病毒,Count: 38,TF: 0.00038317,IDF: 2.20806908,TF × IDF: 0.00084608
Term: 详细信息,Count: 38,TF: 0.00038317,IDF: 2.54386118,TF × IDF: 0.00097474
Term: 难过,Count: 38,TF: 0.00038317,IDF: 2.71995244,TF × IDF: 0.00104222
Term: 主席,Count: 38,TF: 0.00038317,IDF: 2.71995244,TF × IDF: 0.00104222
Term: 全球,Count: 38,TF: 0.00038317,IDF: 2.36776992,TF × IDF: 0.00090727
Term: 澳大利亚,Count: 38,TF: 0.00038317,IDF: 2.84489118,TF × IDF: 0.00109009
Term: 凌晨,Count: 38,TF: 0.00038317,IDF: 3.02098244,TF × IDF: 0.00115756
Term: 关闭,Count: 38,TF: 0.00038317,IDF: 3.02098244,TF × IDF: 0.00115756
Term: 刷新,Count: 38,TF: 0.00038317,IDF: 2.84489118,TF × IDF: 0.00109009
Term: 侥幸心理,Count: 38,TF: 0.00038317,IDF: 3.02098244,TF × IDF: 0.00115756
Term: 开通,Count: 38,TF: 0.00038317,IDF: 3.32201243,TF × IDF: 0.00127291
Term: 免费,Count: 37,TF: 0.00037309,IDF: 2.84489118,TF × IDF: 0.00106140
Term: 机构,Count: 37,TF: 0.00037309,IDF: 2.20806908,TF × IDF: 0.00082381
Term: 老人家,Count: 37,TF: 0.00037309,IDF: 2.84489118,TF × IDF: 0.00106140
Term: 逝者,Count: 37,TF: 0.00037309,IDF: 3.02098244,TF × IDF: 0.00112710
Term: 关键,Count: 37,TF: 0.00037309,IDF: 2.62304243,TF × IDF: 0.00097863
Term: 东,Count: 37,TF: 0.00037309,IDF: 1.32201243,TF × IDF: 0.00049323
Term: 返京,Count: 37,TF: 0.00037309,IDF: 2.47691439,TF × IDF: 0.00092411
Term: 管管,Count: 37,TF: 0.00037309,IDF: 2.54386118,TF × IDF: 0.00094909
Term: 听到,Count: 37,TF: 0.00037309,IDF: 2.84489118,TF × IDF: 0.00106140
Term: 撑住,Count: 37,TF: 0.00037309,IDF: 2.32201243,TF × IDF: 0.00086632
Term: 动,Count: 37,TF: 0.00037309,IDF: 1.39773315,TF × IDF: 0.00052148
Term: 公众,Count: 37,TF: 0.00037309,IDF: 2.71995244,TF × IDF: 0.00101479
Term: 票,Count: 37,TF: 0.00037309,IDF: 2.41892245,TF × IDF: 0.00090248
Term: 年纪,Count: 37,TF: 0.00037309,IDF: 2.84489118,TF × IDF: 0.00106140
Term: 村里,Count: 37,TF: 0.00037309,IDF: 3.32201243,TF × IDF: 0.00123941
Term: 倒霉,Count: 37,TF: 0.00037309,IDF: 3.32201243,TF × IDF: 0.00123941
Term: 考试,Count: 37,TF: 0.00037309,IDF: 3.32201243,TF × IDF: 0.00123941
Term: 演出,Count: 37,TF: 0.00037309,IDF: 3.32201243,TF × IDF: 0.00123941
Term: 死刑,Count: 36,TF: 0.00036300,IDF: 2.84489118,TF × IDF: 0.00103272
Term: 笑,Count: 36,TF: 0.00036300,IDF: 2.41892245,TF × IDF: 0.00087809
Term: 安息,Count: 36,TF: 0.00036300,IDF: 3.02098244,TF × IDF: 0.00109664
Term: 机会,Count: 36,TF: 0.00036300,IDF: 2.41892245,TF × IDF: 0.00087809
Term: 全家,Count: 36,TF: 0.00036300,IDF: 2.32201243,TF × IDF: 0.00084291
Term: 市,Count: 36,TF: 0.00036300,IDF: 1.45278071,TF × IDF: 0.00052737
Term: 社区,Count: 36,TF: 0.00036300,IDF: 2.41892245,TF × IDF: 0.00087809
Term: 家长,Count: 36,TF: 0.00036300,IDF: 2.47691439,TF × IDF: 0.00089914
Term: 压力,Count: 36,TF: 0.00036300,IDF: 2.62304243,TF × IDF: 0.00095218
Term: 国际,Count: 36,TF: 0.00036300,IDF: 2.54386118,TF × IDF: 0.00092344
Term: 医闹,Count: 36,TF: 0.00036300,IDF: 2.62304243,TF × IDF: 0.00095218
Term: 这位,Count: 36,TF: 0.00036300,IDF: 2.62304243,TF × IDF: 0.00095218
Term: 那种,Count: 36,TF: 0.00036300,IDF: 2.62304243,TF × IDF: 0.00095218
Term: 聚会,Count: 36,TF: 0.00036300,IDF: 2.84489118,TF × IDF: 0.00103272
Term: 不吃,Count: 36,TF: 0.00036300,IDF: 2.84489118,TF × IDF: 0.00103272
Term: 区,Count: 36,TF: 0.00036300,IDF: 1.33078636,TF × IDF: 0.00048308
Term: 喇叭,Count: 36,TF: 0.00036300,IDF: 3.32201243,TF × IDF: 0.00120592
Term: 第一线,Count: 36,TF: 0.00036300,IDF: 3.32201243,TF × IDF: 0.00120592
Term: 打扰,Count: 36,TF: 0.00036300,IDF: 3.32201243,TF × IDF: 0.00120592
Term: 控,Count: 36,TF: 0.00036300,IDF: 1.60600909,TF × IDF: 0.00058299
Term: 消防员,Count: 36,TF: 0.00036300,IDF: 3.32201243,TF × IDF: 0.00120592
Term: 算,Count: 35,TF: 0.00035292,IDF: 2.11789245,TF × IDF: 0.00074745
Term: 万众一心,Count: 35,TF: 0.00035292,IDF: 2.62304243,TF × IDF: 0.00092573
Term: 卫健委,Count: 35,TF: 0.00035292,IDF: 2.47691439,TF × IDF: 0.00087416
Term: 付出,Count: 35,TF: 0.00035292,IDF: 2.71995244,TF × IDF: 0.00095994
Term: 去过,Count: 35,TF: 0.00035292,IDF: 2.41892245,TF × IDF: 0.00085370
Term: 传人,Count: 35,TF: 0.00035292,IDF: 2.54386118,TF × IDF: 0.00089779
Term: 发烧,Count: 35,TF: 0.00035292,IDF: 2.47691439,TF × IDF: 0.00087416
Term: 眼睛,Count: 35,TF: 0.00035292,IDF: 2.62304243,TF × IDF: 0.00092573
Term: 能量,Count: 35,TF: 0.00035292,IDF: 2.84489118,TF × IDF: 0.00100403
Term: 跟上,Count: 35,TF: 0.00035292,IDF: 2.54386118,TF × IDF: 0.00089779
Term: 父亲,Count: 35,TF: 0.00035292,IDF: 2.84489118,TF × IDF: 0.00100403
Term: 退票,Count: 35,TF: 0.00035292,IDF: 2.84489118,TF × IDF: 0.00100403
Term: 估计,Count: 35,TF: 0.00035292,IDF: 2.71995244,TF × IDF: 0.00095994
Term: 咳嗽,Count: 35,TF: 0.00035292,IDF: 2.84489118,TF × IDF: 0.00100403
Term: 暂时,Count: 35,TF: 0.00035292,IDF: 3.02098244,TF × IDF: 0.00106618
Term: 废弃,Count: 35,TF: 0.00035292,IDF: 2.47691439,TF × IDF: 0.00087416
Term: 经验,Count: 35,TF: 0.00035292,IDF: 3.02098244,TF × IDF: 0.00106618
Term: 西,Count: 35,TF: 0.00035292,IDF: 1.35352949,TF × IDF: 0.00047769
Term: 学,Count: 35,TF: 0.00035292,IDF: 1.74222884,TF × IDF: 0.00061487
Term: 行不行,Count: 35,TF: 0.00035292,IDF: 3.32201243,TF × IDF: 0.00117242
Term: 长辈,Count: 35,TF: 0.00035292,IDF: 3.32201243,TF × IDF: 0.00117242
Term: 工资,Count: 35,TF: 0.00035292,IDF: 3.32201243,TF × IDF: 0.00117242
Term: 回复,Count: 35,TF: 0.00035292,IDF: 3.32201243,TF × IDF: 0.00117242
Term: 繁荣昌盛,Count: 35,TF: 0.00035292,IDF: 3.32201243,TF × IDF: 0.00117242
Term: 消防通道,Count: 35,TF: 0.00035292,IDF: 3.32201243,TF × IDF: 0.00117242
Term: 枪毙,Count: 35,TF: 0.00035292,IDF: 3.32201243,TF × IDF: 0.00117242
Term: 一次性,Count: 34,TF: 0.00034284,IDF: 2.71995244,TF × IDF: 0.00093251
Term: 慈善,Count: 34,TF: 0.00034284,IDF: 2.28061975,TF × IDF: 0.00078189
Term: 说话,Count: 34,TF: 0.00034284,IDF: 2.47691439,TF × IDF: 0.00084919
Term: 放弃,Count: 34,TF: 0.00034284,IDF: 2.71995244,TF × IDF: 0.00093251
Term: 有病,Count: 34,TF: 0.00034284,IDF: 2.32201243,TF × IDF: 0.00079608
Term: 结婚,Count: 34,TF: 0.00034284,IDF: 2.84489118,TF × IDF: 0.00097534
Term: 在线,Count: 34,TF: 0.00034284,IDF: 3.02098244,TF × IDF: 0.00103572
Term: 漂亮,Count: 34,TF: 0.00034284,IDF: 2.62304243,TF × IDF: 0.00089928
Term: 返程,Count: 34,TF: 0.00034284,IDF: 2.36776992,TF × IDF: 0.00081177
Term: 生产,Count: 34,TF: 0.00034284,IDF: 2.36776992,TF × IDF: 0.00081177
Term: 没用,Count: 34,TF: 0.00034284,IDF: 2.71995244,TF × IDF: 0.00093251
Term: 这件,Count: 34,TF: 0.00034284,IDF: 2.62304243,TF × IDF: 0.00089928
Term: 想想,Count: 34,TF: 0.00034284,IDF: 2.62304243,TF × IDF: 0.00089928
Term: 日本,Count: 34,TF: 0.00034284,IDF: 2.36776992,TF × IDF: 0.00081177
Term: 早上,Count: 34,TF: 0.00034284,IDF: 2.41892245,TF × IDF: 0.00082930
Term: 吨,Count: 34,TF: 0.00034284,IDF: 2.41892245,TF × IDF: 0.00082930
Term: 脑子,Count: 34,TF: 0.00034284,IDF: 2.84489118,TF × IDF: 0.00097534
Term: 很大,Count: 34,TF: 0.00034284,IDF: 2.62304243,TF × IDF: 0.00089928
Term: 医务,Count: 34,TF: 0.00034284,IDF: 2.04325883,TF × IDF: 0.00070051
Term: 卧槽,Count: 34,TF: 0.00034284,IDF: 2.71995244,TF × IDF: 0.00093251
Term: 值得,Count: 34,TF: 0.00034284,IDF: 2.71995244,TF × IDF: 0.00093251
Term: 日子,Count: 34,TF: 0.00034284,IDF: 2.84489118,TF × IDF: 0.00097534
Term: 子女,Count: 34,TF: 0.00034284,IDF: 3.02098244,TF × IDF: 0.00103572
Term: 选择,Count: 34,TF: 0.00034284,IDF: 3.32201243,TF × IDF: 0.00113892
Term: 兵哥哥,Count: 34,TF: 0.00034284,IDF: 3.32201243,TF × IDF: 0.00113892
Term: 合作,Count: 34,TF: 0.00034284,IDF: 3.32201243,TF × IDF: 0.00113892
Term: 学学,Count: 33,TF: 0.00033275,IDF: 2.47691439,TF × IDF: 0.00082421
Term: 数,Count: 33,TF: 0.00033275,IDF: 1.44695117,TF × IDF: 0.00048148
Term: 身上,Count: 33,TF: 0.00033275,IDF: 2.54386118,TF × IDF: 0.00084649
Term: 别乱跑,Count: 33,TF: 0.00033275,IDF: 2.36776992,TF × IDF: 0.00078789
Term: 30,Count: 33,TF: 0.00033275,IDF: 2.04325883,TF × IDF: 0.00067991
Term: 物质,Count: 33,TF: 0.00033275,IDF: 2.47691439,TF × IDF: 0.00082421
Term: 尊重,Count: 33,TF: 0.00033275,IDF: 2.71995244,TF × IDF: 0.00090508
Term: 襄阳,Count: 33,TF: 0.00033275,IDF: 3.02098244,TF × IDF: 0.00100525
Term: 宁夏,Count: 33,TF: 0.00033275,IDF: 2.47691439,TF × IDF: 0.00082421
Term: 反正,Count: 33,TF: 0.00033275,IDF: 2.84489118,TF × IDF: 0.00094666
Term: 只会,Count: 33,TF: 0.00033275,IDF: 3.02098244,TF × IDF: 0.00100525
Term: 收藏,Count: 33,TF: 0.00033275,IDF: 2.84489118,TF × IDF: 0.00094666
Term: 司机,Count: 33,TF: 0.00033275,IDF: 2.84489118,TF × IDF: 0.00094666
Term: 导致,Count: 33,TF: 0.00033275,IDF: 3.02098244,TF × IDF: 0.00100525
Term: 委屈,Count: 33,TF: 0.00033275,IDF: 2.84489118,TF × IDF: 0.00094666
Term: 想起,Count: 33,TF: 0.00033275,IDF: 3.02098244,TF × IDF: 0.00100525
Term: 客厅,Count: 33,TF: 0.00033275,IDF: 3.32201243,TF × IDF: 0.00110542
Term: 不良,Count: 33,TF: 0.00033275,IDF: 3.32201243,TF × IDF: 0.00110542
Term: 鼠年,Count: 33,TF: 0.00033275,IDF: 3.32201243,TF × IDF: 0.00110542
Term: 全省,Count: 33,TF: 0.00033275,IDF: 3.32201243,TF × IDF: 0.00110542
Term: 现场,Count: 33,TF: 0.00033275,IDF: 3.32201243,TF × IDF: 0.00110542
Term: 温暖,Count: 33,TF: 0.00033275,IDF: 3.02098244,TF × IDF: 0.00100525
Term: 共赢,Count: 33,TF: 0.00033275,IDF: 3.32201243,TF × IDF: 0.00110542
Term: 特朗普,Count: 33,TF: 0.00033275,IDF: 3.32201243,TF × IDF: 0.00110542
Term: 多人,Count: 32,TF: 0.00032267,IDF: 2.28061975,TF × IDF: 0.00073589
Term: 百姓,Count: 32,TF: 0.00032267,IDF: 2.17588440,TF × IDF: 0.00070210
Term: 开工,Count: 32,TF: 0.00032267,IDF: 2.17588440,TF × IDF: 0.00070210
Term: 外面,Count: 32,TF: 0.00032267,IDF: 2.41892245,TF × IDF: 0.00078052
Term: 困难,Count: 32,TF: 0.00032267,IDF: 2.71995244,TF × IDF: 0.00087766
Term: 小哥,Count: 32,TF: 0.00032267,IDF: 2.36776992,TF × IDF: 0.00076402
Term: 19,Count: 32,TF: 0.00032267,IDF: 2.04325883,TF × IDF: 0.00065930
Term: 手,Count: 32,TF: 0.00032267,IDF: 1.66879992,TF × IDF: 0.00053847
Term: 南,Count: 32,TF: 0.00032267,IDF: 1.23922706,TF × IDF: 0.00039986
Term: 补,Count: 32,TF: 0.00032267,IDF: 2.28061975,TF × IDF: 0.00073589
Term: 号召,Count: 32,TF: 0.00032267,IDF: 2.36776992,TF × IDF: 0.00076402
Term: 带来,Count: 32,TF: 0.00032267,IDF: 2.84489118,TF × IDF: 0.00091797
Term: 郑州,Count: 32,TF: 0.00032267,IDF: 3.02098244,TF × IDF: 0.00097479
Term: 停,Count: 32,TF: 0.00032267,IDF: 2.17588440,TF × IDF: 0.00070210
Term: 落后,Count: 32,TF: 0.00032267,IDF: 2.84489118,TF × IDF: 0.00091797
Term: 休息,Count: 32,TF: 0.00032267,IDF: 3.02098244,TF × IDF: 0.00097479
Term: 慌张,Count: 32,TF: 0.00032267,IDF: 3.02098244,TF × IDF: 0.00097479
Term: 务工,Count: 32,TF: 0.00032267,IDF: 3.02098244,TF × IDF: 0.00097479
Term: 不要乱跑,Count: 32,TF: 0.00032267,IDF: 3.32201243,TF × IDF: 0.00107193
Term: 心情,Count: 32,TF: 0.00032267,IDF: 3.32201243,TF × IDF: 0.00107193
Term: 登记,Count: 32,TF: 0.00032267,IDF: 3.02098244,TF × IDF: 0.00097479
Term: 晚,Count: 32,TF: 0.00032267,IDF: 2.32201243,TF × IDF: 0.00074925
Term: 雪,Count: 32,TF: 0.00032267,IDF: 3.02098244,TF × IDF: 0.00097479
Term: ✨,Count: 32,TF: 0.00032267,IDF: 3.32201243,TF × IDF: 0.00107193
Term: 爱心,Count: 31,TF: 0.00031259,IDF: 2.24283119,TF × IDF: 0.00070108
Term: 新冠肺炎,Count: 31,TF: 0.00031259,IDF: 2.71995244,TF × IDF: 0.00085023
Term: 求助,Count: 31,TF: 0.00031259,IDF: 2.54386118,TF × IDF: 0.00079518
Term: 粉丝,Count: 31,TF: 0.00031259,IDF: 2.54386118,TF × IDF: 0.00079518
Term: 气,Count: 31,TF: 0.00031259,IDF: 1.80349849,TF × IDF: 0.00056375
Term: 热干面,Count: 31,TF: 0.00031259,IDF: 2.54386118,TF × IDF: 0.00079518
Term: 贩卖,Count: 31,TF: 0.00031259,IDF: 2.32201243,TF × IDF: 0.00072584
Term: 游客,Count: 31,TF: 0.00031259,IDF: 2.54386118,TF × IDF: 0.00079518
Term: 管控,Count: 31,TF: 0.00031259,IDF: 2.54386118,TF × IDF: 0.00079518
Term: 情绪,Count: 31,TF: 0.00031259,IDF: 2.36776992,TF × IDF: 0.00074014
Term: 太难了,Count: 31,TF: 0.00031259,IDF: 2.62304243,TF × IDF: 0.00081994
Term: 条,Count: 31,TF: 0.00031259,IDF: 2.09156351,TF × IDF: 0.00065380
Term: 外卖,Count: 31,TF: 0.00031259,IDF: 2.47691439,TF × IDF: 0.00077426
Term: 带病,Count: 31,TF: 0.00031259,IDF: 2.71995244,TF × IDF: 0.00085023
Term: 奋战,Count: 31,TF: 0.00031259,IDF: 2.84489118,TF × IDF: 0.00088928
Term: 刚刚,Count: 31,TF: 0.00031259,IDF: 3.02098244,TF × IDF: 0.00094433
Term: 安心,Count: 31,TF: 0.00031259,IDF: 2.84489118,TF × IDF: 0.00088928
Term: 出发,Count: 31,TF: 0.00031259,IDF: 2.84489118,TF × IDF: 0.00088928
Term: 赞,Count: 31,TF: 0.00031259,IDF: 2.36776992,TF × IDF: 0.00074014
Term: 使命,Count: 31,TF: 0.00031259,IDF: 2.84489118,TF × IDF: 0.00088928
Term: 退,Count: 31,TF: 0.00031259,IDF: 2.41892245,TF × IDF: 0.00075613
Term: 疾病,Count: 31,TF: 0.00031259,IDF: 3.32201243,TF × IDF: 0.00103843
Term: 做出,Count: 31,TF: 0.00031259,IDF: 3.32201243,TF × IDF: 0.00103843
Term: 营销,Count: 30,TF: 0.00030250,IDF: 2.54386118,TF × IDF: 0.00076953
Term: 分,Count: 30,TF: 0.00030250,IDF: 1.56613758,TF × IDF: 0.00047376
Term: 期间,Count: 30,TF: 0.00030250,IDF: 2.54386118,TF × IDF: 0.00076953
Term: 各大,Count: 30,TF: 0.00030250,IDF: 2.36776992,TF × IDF: 0.00071626
Term: 仓库,Count: 30,TF: 0.00030250,IDF: 2.11789245,TF × IDF: 0.00064067
Term: 假,Count: 30,TF: 0.00030250,IDF: 1.94180119,TF × IDF: 0.00058740
Term: 运送,Count: 30,TF: 0.00030250,IDF: 2.36776992,TF × IDF: 0.00071626
Term: 批,Count: 30,TF: 0.00030250,IDF: 1.60600909,TF × IDF: 0.00048583
Term: 太棒了,Count: 30,TF: 0.00030250,IDF: 2.71995244,TF × IDF: 0.00082280
Term: 护目镜,Count: 30,TF: 0.00030250,IDF: 2.41892245,TF × IDF: 0.00073174
Term: 美,Count: 30,TF: 0.00030250,IDF: 2.04325883,TF × IDF: 0.00061810
Term: 有限,Count: 30,TF: 0.00030250,IDF: 2.71995244,TF × IDF: 0.00082280
Term: 节奏,Count: 30,TF: 0.00030250,IDF: 2.47691439,TF × IDF: 0.00074928
Term: 医疗队,Count: 30,TF: 0.00030250,IDF: 2.71995244,TF × IDF: 0.00082280
Term: 乘坐,Count: 30,TF: 0.00030250,IDF: 2.62304243,TF × IDF: 0.00079349
Term: 设备,Count: 30,TF: 0.00030250,IDF: 2.84489118,TF × IDF: 0.00086060
Term: 远,Count: 30,TF: 0.00030250,IDF: 2.20806908,TF × IDF: 0.00066795
Term: 回乡,Count: 30,TF: 0.00030250,IDF: 3.02098244,TF × IDF: 0.00091387
Term: 一批,Count: 30,TF: 0.00030250,IDF: 2.54386118,TF × IDF: 0.00076953
Term: 门,Count: 30,TF: 0.00030250,IDF: 1.43552171,TF × IDF: 0.00043425
Term: 大型,Count: 30,TF: 0.00030250,IDF: 3.02098244,TF × IDF: 0.00091387
Term: 上学,Count: 30,TF: 0.00030250,IDF: 3.02098244,TF × IDF: 0.00091387
Term: 拍,Count: 30,TF: 0.00030250,IDF: 2.28061975,TF × IDF: 0.00068990
Term: 不忘,Count: 30,TF: 0.00030250,IDF: 3.02098244,TF × IDF: 0.00091387
Term: 初心,Count: 30,TF: 0.00030250,IDF: 3.02098244,TF × IDF: 0.00091387
Term: 时代,Count: 30,TF: 0.00030250,IDF: 3.02098244,TF × IDF: 0.00091387
Term: 着急,Count: 30,TF: 0.00030250,IDF: 2.84489118,TF × IDF: 0.00086060
Term: 充足,Count: 30,TF: 0.00030250,IDF: 3.02098244,TF × IDF: 0.00091387
Term: 暴力,Count: 30,TF: 0.00030250,IDF: 3.32201243,TF × IDF: 0.00100493
Term: 刷屏,Count: 30,TF: 0.00030250,IDF: 3.32201243,TF × IDF: 0.00100493
Term: 强,Count: 29,TF: 0.00029242,IDF: 1.83065074,TF × IDF: 0.00053532
Term: 半个,Count: 29,TF: 0.00029242,IDF: 2.71995244,TF × IDF: 0.00079537
Term: 态度,Count: 29,TF: 0.00029242,IDF: 2.54386118,TF × IDF: 0.00074388
Term: 交代,Count: 29,TF: 0.00029242,IDF: 2.47691439,TF × IDF: 0.00072430
Term: 84,Count: 29,TF: 0.00029242,IDF: 3.02098244,TF × IDF: 0.00088340
Term: 抽奖,Count: 29,TF: 0.00029242,IDF: 3.02098244,TF × IDF: 0.00088340
Term: 一块,Count: 29,TF: 0.00029242,IDF: 2.84489118,TF × IDF: 0.00083191
Term: 出行,Count: 29,TF: 0.00029242,IDF: 2.71995244,TF × IDF: 0.00079537
Term: 自我,Count: 29,TF: 0.00029242,IDF: 2.41892245,TF × IDF: 0.00070735
Term: 恐怖,Count: 29,TF: 0.00029242,IDF: 3.02098244,TF × IDF: 0.00088340
Term: 外地,Count: 29,TF: 0.00029242,IDF: 2.54386118,TF × IDF: 0.00074388
Term: 还好,Count: 29,TF: 0.00029242,IDF: 2.47691439,TF × IDF: 0.00072430
Term: 不好意思,Count: 29,TF: 0.00029242,IDF: 2.62304243,TF × IDF: 0.00076704
Term: 周边城市,Count: 29,TF: 0.00029242,IDF: 3.02098244,TF × IDF: 0.00088340
Term: 唯一,Count: 29,TF: 0.00029242,IDF: 2.84489118,TF × IDF: 0.00083191
Term: 不停,Count: 29,TF: 0.00029242,IDF: 2.62304243,TF × IDF: 0.00076704
Term: 人流量,Count: 29,TF: 0.00029242,IDF: 3.02098244,TF × IDF: 0.00088340
Term: 观看,Count: 29,TF: 0.00029242,IDF: 2.71995244,TF × IDF: 0.00079537
Term: 灾难,Count: 29,TF: 0.00029242,IDF: 2.47691439,TF × IDF: 0.00072430
Term: 新型,Count: 29,TF: 0.00029242,IDF: 2.20806908,TF × IDF: 0.00064569
Term: 播报,Count: 29,TF: 0.00029242,IDF: 2.84489118,TF × IDF: 0.00083191
Term: B,Count: 29,TF: 0.00029242,IDF: 2.24283119,TF × IDF: 0.00065585
Term: 网络,Count: 29,TF: 0.00029242,IDF: 2.84489118,TF × IDF: 0.00083191
Term: 环境,Count: 29,TF: 0.00029242,IDF: 2.84489118,TF × IDF: 0.00083191
Term: 恶意,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 偷吃,Count: 29,TF: 0.00029242,IDF: 3.02098244,TF × IDF: 0.00088340
Term: 李现,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 梦想,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 感染者,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 唱,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 祝愿,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 春运期间,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 经济效益,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 手段,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 萱,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 只争朝夕,Count: 29,TF: 0.00029242,IDF: 3.32201243,TF × IDF: 0.00097143
Term: 蔬菜,Count: 28,TF: 0.00028234,IDF: 2.14592117,TF × IDF: 0.00060588
Term: 变,Count: 28,TF: 0.00028234,IDF: 1.96028460,TF × IDF: 0.00055346
Term: 倒,Count: 28,TF: 0.00028234,IDF: 2.17588440,TF × IDF: 0.00061434
Term: 烧,Count: 28,TF: 0.00028234,IDF: 2.28061975,TF × IDF: 0.00064391
Term: 调配,Count: 28,TF: 0.00028234,IDF: 2.32201243,TF × IDF: 0.00065559
Term: 国人,Count: 28,TF: 0.00028234,IDF: 1.81686246,TF × IDF: 0.00051297
Term: 服,Count: 28,TF: 0.00028234,IDF: 1.62304243,TF × IDF: 0.00045825
Term: 主任,Count: 28,TF: 0.00028234,IDF: 2.54386118,TF × IDF: 0.00071823
Term: 想象,Count: 28,TF: 0.00028234,IDF: 2.62304243,TF × IDF: 0.00074059
Term: 坐标,Count: 28,TF: 0.00028234,IDF: 2.84489118,TF × IDF: 0.00080322
Term: 我妈,Count: 28,TF: 0.00028234,IDF: 2.54386118,TF × IDF: 0.00071823
Term: 通风,Count: 28,TF: 0.00028234,IDF: 2.41892245,TF × IDF: 0.00068296
Term: 第一个,Count: 28,TF: 0.00028234,IDF: 2.71995244,TF × IDF: 0.00076795
Term: 高速,Count: 28,TF: 0.00028234,IDF: 2.84489118,TF × IDF: 0.00080322
Term: 体温,Count: 28,TF: 0.00028234,IDF: 2.41892245,TF × IDF: 0.00068296
Term: 员,Count: 28,TF: 0.00028234,IDF: 1.23922706,TF × IDF: 0.00034988
Term: 钟老,Count: 28,TF: 0.00028234,IDF: 2.54386118,TF × IDF: 0.00071823
Term: 飞,Count: 28,TF: 0.00028234,IDF: 2.17588440,TF × IDF: 0.00061434
Term: 母亲,Count: 28,TF: 0.00028234,IDF: 2.84489118,TF × IDF: 0.00080322
Term: b,Count: 28,TF: 0.00028234,IDF: 2.36776992,TF × IDF: 0.00066851
Term: 大城市,Count: 28,TF: 0.00028234,IDF: 2.71995244,TF × IDF: 0.00076795
Term: 别增,Count: 28,TF: 0.00028234,IDF: 3.02098244,TF × IDF: 0.00085294
Term: 共度,Count: 28,TF: 0.00028234,IDF: 3.02098244,TF × IDF: 0.00085294
Term: 美好,Count: 28,TF: 0.00028234,IDF: 2.84489118,TF × IDF: 0.00080322
Term: 西安,Count: 28,TF: 0.00028234,IDF: 3.02098244,TF × IDF: 0.00085294
Term: 依然,Count: 28,TF: 0.00028234,IDF: 3.02098244,TF × IDF: 0.00085294
Term: 不容乐观,Count: 28,TF: 0.00028234,IDF: 3.02098244,TF × IDF: 0.00085294
Term: 记住,Count: 28,TF: 0.00028234,IDF: 3.02098244,TF × IDF: 0.00085294
Term: 建立,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
Term: 哥哥,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
Term: 面对,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
Term: 青岛,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
