Term: 加油,Count: 1394,TF: 0.02308635,IDF: 1.20474114,TF × IDF: 0.02781307
Term: 求求,Count: 22,TF: 0.00036434,IDF: 2.20806908,TF × IDF: 0.00080450
Term: 好事,Count: 22,TF: 0.00036434,IDF: 2.62304243,TF × IDF: 0.00095569
Term: 😂,Count: 22,TF: 0.00036434,IDF: 2.84489118,TF × IDF: 0.00103652
Term: 暑假,Count: 22,TF: 0.00036434,IDF: 2.71995244,TF × IDF: 0.00099100
Term: 明星,Count: 22,TF: 0.00036434,IDF: 2.84489118,TF × IDF: 0.00103652
Term: 返京,Count: 22,TF: 0.00036434,IDF: 2.71995244,TF × IDF: 0.00099100
Term: 深圳,Count: 22,TF: 0.00036434,IDF: 2.84489118,TF × IDF: 0.00103652
Term: 噢,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 接,Count: 22,TF: 0.00036434,IDF: 1.81686246,TF × IDF: 0.00066196
Term: 主动,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 糟糕,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 当初,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 自觉,Count: 22,TF: 0.00036434,IDF: 2.84489118,TF × IDF: 0.00103652
Term: 各国,Count: 22,TF: 0.00036434,IDF: 2.71995244,TF × IDF: 0.00099100
Term: 皆,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 战争,Count: 22,TF: 0.00036434,IDF: 2.84489118,TF × IDF: 0.00103652
Term: 过后,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 70,Count: 22,TF: 0.00036434,IDF: 2.62304243,TF × IDF: 0.00095569
Term: 宣传,Count: 22,TF: 0.00036434,IDF: 2.71995244,TF × IDF: 0.00099100
Term: 万物,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 阿姨,Count: 22,TF: 0.00036434,IDF: 2.54386118,TF × IDF: 0.00092684
Term: 一切都在,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 不缺,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 敌人,Count: 22,TF: 0.00036434,IDF: 2.84489118,TF × IDF: 0.00103652
Term: 抹黑,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 码,Count: 22,TF: 0.00036434,IDF: 2.36776992,TF × IDF: 0.00086268
Term: 医疗队,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 中国航天,Count: 22,TF: 0.00036434,IDF: 2.17588440,TF × IDF: 0.00079277
Term: 代表,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 采访,Count: 22,TF: 0.00036434,IDF: 2.84489118,TF × IDF: 0.00103652
Term: 帮忙,Count: 22,TF: 0.00036434,IDF: 3.02098244,TF × IDF: 0.00110068
Term: 不负,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 终究,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 故事,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 难兄难弟,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 拯救,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 居委会,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 欢乐,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 三分钟,Count: 22,TF: 0.00036434,IDF: 3.32201243,TF × IDF: 0.00121036
Term: 害怕,Count: 21,TF: 0.00034778,IDF: 2.84489118,TF × IDF: 0.00098941
Term: 水平,Count: 21,TF: 0.00034778,IDF: 2.47691439,TF × IDF: 0.00086143
Term: 60,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 跟着,Count: 21,TF: 0.00034778,IDF: 2.41892245,TF × IDF: 0.00084126
Term: 友谊,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 美利坚,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 一批,Count: 21,TF: 0.00034778,IDF: 2.62304243,TF × IDF: 0.00091225
Term: 条件,Count: 21,TF: 0.00034778,IDF: 2.84489118,TF × IDF: 0.00098941
Term: 睡,Count: 21,TF: 0.00034778,IDF: 2.47691439,TF × IDF: 0.00086143
Term: 换,Count: 21,TF: 0.00034778,IDF: 2.17588440,TF × IDF: 0.00075674
Term: 出借,Count: 21,TF: 0.00034778,IDF: 2.41892245,TF × IDF: 0.00084126
Term: 是因为,Count: 21,TF: 0.00034778,IDF: 2.71995244,TF × IDF: 0.00094596
Term: 特,Count: 21,TF: 0.00034778,IDF: 1.75381071,TF × IDF: 0.00060995
Term: 排查,Count: 21,TF: 0.00034778,IDF: 2.62304243,TF × IDF: 0.00091225
Term: 占,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 人性,Count: 21,TF: 0.00034778,IDF: 3.02098244,TF × IDF: 0.00105065
Term: 中华,Count: 21,TF: 0.00034778,IDF: 2.62304243,TF × IDF: 0.00091225
Term: 50,Count: 21,TF: 0.00034778,IDF: 1.99979314,TF × IDF: 0.00069549
Term: 此生,Count: 21,TF: 0.00034778,IDF: 2.84489118,TF × IDF: 0.00098941
Term: 一堆,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 太美,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 造谣,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 推广,Count: 21,TF: 0.00034778,IDF: 2.62304243,TF × IDF: 0.00091225
Term: 蹲,Count: 21,TF: 0.00034778,IDF: 2.71995244,TF × IDF: 0.00094596
Term: 质疑,Count: 21,TF: 0.00034778,IDF: 2.71995244,TF × IDF: 0.00094596
Term: 自律,Count: 21,TF: 0.00034778,IDF: 3.02098244,TF × IDF: 0.00105065
Term: 制造,Count: 21,TF: 0.00034778,IDF: 3.02098244,TF × IDF: 0.00105065
Term: 恢复正常,Count: 21,TF: 0.00034778,IDF: 2.84489118,TF × IDF: 0.00098941
Term: 逆行者,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 无数,Count: 21,TF: 0.00034778,IDF: 3.02098244,TF × IDF: 0.00105065
Term: 消费,Count: 21,TF: 0.00034778,IDF: 2.54386118,TF × IDF: 0.00088471
Term: 云南,Count: 21,TF: 0.00034778,IDF: 3.32201243,TF × IDF: 0.00115534
Term: 13,Count: 21,TF: 0.00034778,IDF: 3.02098244,TF × IDF: 0.00105065
Term: 静好,Count: 21,TF: 0.00034778,IDF: 3.32201243,TF × IDF: 0.00115534
Term: 内蒙古,Count: 21,TF: 0.00034778,IDF: 3.32201243,TF × IDF: 0.00115534
Term: 每日,Count: 21,TF: 0.00034778,IDF: 3.32201243,TF × IDF: 0.00115534
Term: 我来,Count: 21,TF: 0.00034778,IDF: 3.32201243,TF × IDF: 0.00115534
Term: 下单,Count: 21,TF: 0.00034778,IDF: 3.32201243,TF × IDF: 0.00115534
Term: 明,Count: 21,TF: 0.00034778,IDF: 1.66879992,TF × IDF: 0.00058038
Term: 终将,Count: 20,TF: 0.00033122,IDF: 2.62304243,TF × IDF: 0.00086881
Term: 转发,Count: 20,TF: 0.00033122,IDF: 2.84489118,TF × IDF: 0.00094229
Term: 朝阳,Count: 20,TF: 0.00033122,IDF: 2.28061975,TF × IDF: 0.00075539
Term: 服务,Count: 20,TF: 0.00033122,IDF: 2.54386118,TF × IDF: 0.00084258
Term: 平台,Count: 20,TF: 0.00033122,IDF: 2.41892245,TF × IDF: 0.00080120
Term: 欧美,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 珠峰,Count: 20,TF: 0.00033122,IDF: 2.32201243,TF × IDF: 0.00076910
Term: 张文宏,Count: 20,TF: 0.00033122,IDF: 2.71995244,TF × IDF: 0.00090091
Term: 天呐,Count: 20,TF: 0.00033122,IDF: 2.84489118,TF × IDF: 0.00094229
Term: 姐姐,Count: 20,TF: 0.00033122,IDF: 2.54386118,TF × IDF: 0.00084258
Term: 考,Count: 20,TF: 0.00033122,IDF: 1.80349849,TF × IDF: 0.00059736
Term: 道德,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 久,Count: 20,TF: 0.00033122,IDF: 2.09156351,TF × IDF: 0.00069277
Term: 香港,Count: 20,TF: 0.00033122,IDF: 2.84489118,TF × IDF: 0.00094229
Term: 百万,Count: 20,TF: 0.00033122,IDF: 2.28061975,TF × IDF: 0.00075539
Term: 黄鹤楼,Count: 20,TF: 0.00033122,IDF: 2.28061975,TF × IDF: 0.00075539
Term: 航班,Count: 20,TF: 0.00033122,IDF: 2.84489118,TF × IDF: 0.00094229
Term: 大国风范,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 很大,Count: 20,TF: 0.00033122,IDF: 2.54386118,TF × IDF: 0.00084258
Term: 地域,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 真实,Count: 20,TF: 0.00033122,IDF: 2.71995244,TF × IDF: 0.00090091
Term: 打扰,Count: 20,TF: 0.00033122,IDF: 2.32201243,TF × IDF: 0.00076910
Term: 年纪,Count: 20,TF: 0.00033122,IDF: 2.71995244,TF × IDF: 0.00090091
Term: 便宜,Count: 20,TF: 0.00033122,IDF: 2.84489118,TF × IDF: 0.00094229
Term: 来之不易,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 国民,Count: 20,TF: 0.00033122,IDF: 2.84489118,TF × IDF: 0.00094229
Term: 顺利,Count: 20,TF: 0.00033122,IDF: 2.71995244,TF × IDF: 0.00090091
Term: 关键,Count: 20,TF: 0.00033122,IDF: 2.62304243,TF × IDF: 0.00086881
Term: 松懈,Count: 20,TF: 0.00033122,IDF: 2.84489118,TF × IDF: 0.00094229
Term: 太多,Count: 20,TF: 0.00033122,IDF: 2.28061975,TF × IDF: 0.00075539
Term: 香,Count: 20,TF: 0.00033122,IDF: 2.28061975,TF × IDF: 0.00075539
Term: 简单,Count: 20,TF: 0.00033122,IDF: 2.71995244,TF × IDF: 0.00090091
Term: 长大,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 假,Count: 20,TF: 0.00033122,IDF: 1.75381071,TF × IDF: 0.00058090
Term: 再也,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 上帝,Count: 20,TF: 0.00033122,IDF: 3.32201243,TF × IDF: 0.00110033
Term: 省份,Count: 20,TF: 0.00033122,IDF: 3.32201243,TF × IDF: 0.00110033
Term: 分流,Count: 20,TF: 0.00033122,IDF: 3.32201243,TF × IDF: 0.00110033
Term: 小朋友,Count: 20,TF: 0.00033122,IDF: 3.32201243,TF × IDF: 0.00110033
Term: 不说,Count: 20,TF: 0.00033122,IDF: 2.71995244,TF × IDF: 0.00090091
Term: 同意,Count: 20,TF: 0.00033122,IDF: 3.32201243,TF × IDF: 0.00110033
Term: 永不,Count: 20,TF: 0.00033122,IDF: 3.32201243,TF × IDF: 0.00110033
Term: 早上,Count: 20,TF: 0.00033122,IDF: 3.02098244,TF × IDF: 0.00100062
Term: 出口,Count: 20,TF: 0.00033122,IDF: 3.32201243,TF × IDF: 0.00110033
Term: 小龙虾,Count: 19,TF: 0.00031466,IDF: 2.84489118,TF × IDF: 0.00089518
Term: 态度,Count: 19,TF: 0.00031466,IDF: 2.71995244,TF × IDF: 0.00085586
Term: 30,Count: 19,TF: 0.00031466,IDF: 2.41892245,TF × IDF: 0.00076114
Term: 群众,Count: 19,TF: 0.00031466,IDF: 2.54386118,TF × IDF: 0.00080045
Term: 新冠肺炎,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 带来,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 偷,Count: 19,TF: 0.00031466,IDF: 2.41892245,TF × IDF: 0.00076114
Term: 学会,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 差点,Count: 19,TF: 0.00031466,IDF: 2.71995244,TF × IDF: 0.00085586
Term: 伤害,Count: 19,TF: 0.00031466,IDF: 2.71995244,TF × IDF: 0.00085586
Term: 有个,Count: 19,TF: 0.00031466,IDF: 2.47691439,TF × IDF: 0.00077939
Term: 知识,Count: 19,TF: 0.00031466,IDF: 2.41892245,TF × IDF: 0.00076114
Term: 火灾,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 性侵,Count: 19,TF: 0.00031466,IDF: 2.62304243,TF × IDF: 0.00082537
Term: 40,Count: 19,TF: 0.00031466,IDF: 2.62304243,TF × IDF: 0.00082537
Term: 说实话,Count: 19,TF: 0.00031466,IDF: 2.84489118,TF × IDF: 0.00089518
Term: 南京,Count: 19,TF: 0.00031466,IDF: 2.84489118,TF × IDF: 0.00089518
Term: 免费,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 适合,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 表现,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 恐怖,Count: 19,TF: 0.00031466,IDF: 2.84489118,TF × IDF: 0.00089518
Term: 如约,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 这座,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 福建,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 决赛圈,Count: 19,TF: 0.00031466,IDF: 2.84489118,TF × IDF: 0.00089518
Term: 无私,Count: 19,TF: 0.00031466,IDF: 2.84489118,TF × IDF: 0.00089518
Term: 超过,Count: 19,TF: 0.00031466,IDF: 2.84489118,TF × IDF: 0.00089518
Term: 状态,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 大海,Count: 19,TF: 0.00031466,IDF: 2.47691439,TF × IDF: 0.00077939
Term: 头发,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 港独,Count: 19,TF: 0.00031466,IDF: 3.02098244,TF × IDF: 0.00095059
Term: 建国,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 超,Count: 19,TF: 0.00031466,IDF: 2.24283119,TF × IDF: 0.00070573
Term: 关系,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 人人有责,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 发布,Count: 19,TF: 0.00031466,IDF: 2.71995244,TF × IDF: 0.00085586
Term: 安好,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 浪漫,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 德国,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 遗忘,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 遥遥无期,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 樱花,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 从天而降,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 史铁生,Count: 19,TF: 0.00031466,IDF: 3.32201243,TF × IDF: 0.00104531
Term: 长存,Count: 18,TF: 0.00029810,IDF: 2.71995244,TF × IDF: 0.00081082
Term: 监管,Count: 18,TF: 0.00029810,IDF: 2.54386118,TF × IDF: 0.00075833
Term: 寄,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 稳住,Count: 18,TF: 0.00029810,IDF: 2.62304243,TF × IDF: 0.00078193
Term: 同志,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 员工,Count: 18,TF: 0.00029810,IDF: 2.62304243,TF × IDF: 0.00078193
Term: 失业,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 心理,Count: 18,TF: 0.00029810,IDF: 2.71995244,TF × IDF: 0.00081082
Term: 时代,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 呼吸,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 开放,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 衣服,Count: 18,TF: 0.00029810,IDF: 2.54386118,TF × IDF: 0.00075833
Term: 告诉,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 烧,Count: 18,TF: 0.00029810,IDF: 2.71995244,TF × IDF: 0.00081082
Term: 小时,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 战役,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 太棒了,Count: 18,TF: 0.00029810,IDF: 2.41892245,TF × IDF: 0.00072108
Term: 一例,Count: 18,TF: 0.00029810,IDF: 2.71995244,TF × IDF: 0.00081082
Term: 始终,Count: 18,TF: 0.00029810,IDF: 2.62304243,TF × IDF: 0.00078193
Term: 宿舍,Count: 18,TF: 0.00029810,IDF: 2.71995244,TF × IDF: 0.00081082
Term: 安逸,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 志愿者,Count: 18,TF: 0.00029810,IDF: 2.71995244,TF × IDF: 0.00081082
Term: 办事,Count: 18,TF: 0.00029810,IDF: 2.54386118,TF × IDF: 0.00075833
Term: 最多,Count: 18,TF: 0.00029810,IDF: 2.71995244,TF × IDF: 0.00081082
Term: 威武,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 袁隆平,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 疑似,Count: 18,TF: 0.00029810,IDF: 2.62304243,TF × IDF: 0.00078193
Term: 甘肃,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 勇敢,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 那种,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 阳性,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 😱,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 照顾,Count: 18,TF: 0.00029810,IDF: 2.84489118,TF × IDF: 0.00084806
Term: 吉林,Count: 18,TF: 0.00029810,IDF: 2.62304243,TF × IDF: 0.00078193
Term: 一座,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 岗位,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 默默,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 🙊,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 出院,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 青春,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 清明,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 文化,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 单位,Count: 18,TF: 0.00029810,IDF: 3.02098244,TF × IDF: 0.00090056
Term: 疫区,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 不靠,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 严,Count: 18,TF: 0.00029810,IDF: 1.63181635,TF × IDF: 0.00048644
Term: 哪有什么,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 愿生者,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 央央,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 白宇,Count: 18,TF: 0.00029810,IDF: 3.32201243,TF × IDF: 0.00099029
Term: 想象,Count: 17,TF: 0.00028154,IDF: 2.62304243,TF × IDF: 0.00073849
Term: 750,Count: 17,TF: 0.00028154,IDF: 2.17588440,TF × IDF: 0.00061260
Term: 无人,Count: 17,TF: 0.00028154,IDF: 2.47691439,TF × IDF: 0.00069735
Term: 累,Count: 17,TF: 0.00028154,IDF: 2.41892245,TF × IDF: 0.00068102
Term: 发抖,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 🙋,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 我家,Count: 17,TF: 0.00028154,IDF: 2.54386118,TF × IDF: 0.00071620
Term: 怎么回事,Count: 17,TF: 0.00028154,IDF: 2.62304243,TF × IDF: 0.00073849
Term: 想想,Count: 17,TF: 0.00028154,IDF: 2.62304243,TF × IDF: 0.00073849
Term: 乱,Count: 17,TF: 0.00028154,IDF: 2.20806908,TF × IDF: 0.00062166
Term: 路,Count: 17,TF: 0.00028154,IDF: 1.87485440,TF × IDF: 0.00052784
Term: 掉,Count: 17,TF: 0.00028154,IDF: 2.54386118,TF × IDF: 0.00071620
Term: 快乐,Count: 17,TF: 0.00028154,IDF: 2.41892245,TF × IDF: 0.00068102
Term: 这辈子,Count: 17,TF: 0.00028154,IDF: 2.71995244,TF × IDF: 0.00076577
Term: 吃饭,Count: 17,TF: 0.00028154,IDF: 2.71995244,TF × IDF: 0.00076577
Term: 治愈,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 一百万,Count: 17,TF: 0.00028154,IDF: 2.62304243,TF × IDF: 0.00073849
Term: 降,Count: 17,TF: 0.00028154,IDF: 2.11789245,TF × IDF: 0.00059627
Term: 恶意,Count: 17,TF: 0.00028154,IDF: 2.54386118,TF × IDF: 0.00071620
Term: 从我做起,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 收费,Count: 17,TF: 0.00028154,IDF: 2.62304243,TF × IDF: 0.00073849
Term: 放过,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 担当,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 人心,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 必胜,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 浙江,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 算,Count: 17,TF: 0.00028154,IDF: 2.02098244,TF × IDF: 0.00056898
Term: 重生,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 🐶,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 想念,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 落实,Count: 17,TF: 0.00028154,IDF: 2.62304243,TF × IDF: 0.00073849
Term: 药物,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 傲慢,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 还好,Count: 17,TF: 0.00028154,IDF: 2.71995244,TF × IDF: 0.00076577
Term: 山,Count: 17,TF: 0.00028154,IDF: 1.76570993,TF × IDF: 0.00049711
Term: 怀疑,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 重庆,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 陪,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 美国政府,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 买单,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 持续,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 盼,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 一号,Count: 17,TF: 0.00028154,IDF: 2.14592117,TF × IDF: 0.00060416
Term: 一家人,Count: 17,TF: 0.00028154,IDF: 2.84489118,TF × IDF: 0.00080095
Term: 🙃,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 中华民族,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 总会,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 科学,Count: 17,TF: 0.00028154,IDF: 2.54386118,TF × IDF: 0.00071620
Term: 等待,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 人比,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 不见,Count: 17,TF: 0.00028154,IDF: 2.54386118,TF × IDF: 0.00071620
Term: 内蒙,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 矛盾,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 泪目,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 早日康复,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 举,Count: 17,TF: 0.00028154,IDF: 2.41892245,TF × IDF: 0.00068102
Term: 消失,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 坑,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 猫,Count: 17,TF: 0.00028154,IDF: 2.62304243,TF × IDF: 0.00073849
Term: 成都,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 雷神山,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 崂山,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 76,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 籍,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 辜负,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 鸣笛,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 鲜花,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 昌盛,Count: 17,TF: 0.00028154,IDF: 3.02098244,TF × IDF: 0.00085052
Term: 逝世,Count: 17,TF: 0.00028154,IDF: 3.32201243,TF × IDF: 0.00093528
Term: 战,Count: 16,TF: 0.00026497,IDF: 1.76570993,TF × IDF: 0.00046787
Term: 怼,Count: 16,TF: 0.00026497,IDF: 2.84489118,TF × IDF: 0.00075383
